document_id,doc_type,scoring_basis,stock_code,ticker,company_name,report_year,dimension_count,total_score_100,grade_label,AR01,AR02,AR03,AR04,AR05,AR01_std,AR02_std,AR03_std,AR04_std,AR05_std,flag_unverified_key_number,flag_excessive_promotional_tone,flag_nonstandard_audit,flag_disclosure_replacement,flag_retraction_or_correction_needed,adjudication_flag,needs_review,review_reasons,final_version,scorebook_version,model_name,llm_backend,temperature,seed,num_ctx,num_predict,think,stream,json_schema_mode,prompt_version,scoring_timestamp
MDA_5202_MSM_2024,mda,mda_disclosure_quality,5202,MSM,MSM,2024,5,23.75,D,2,3,1,2,2,25.0,50.0,0.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_5306_FFB_2022,mda,mda_disclosure_quality,5306,FFB,FarmFresh,2022,5,41.25,D,2,3,2,4,2,25.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_5306_FFB_2023,mda,mda_disclosure_quality,5306,FFB,FarmFresh,2023,5,47.5,D,4,2,2,4,4,75.0,25.0,25.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_5306_FFB_2024,mda,mda_disclosure_quality,5306,FFB,FarmFresh,2024,5,68.75,C,4,3,4,4,4,75.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_5533_OCB_2020,mda,mda_disclosure_quality,5533,OCB,OCB Berhad,2020,5,46.25,D,2,3,2,4,4,25.0,50.0,25.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_5533_OCB_2021,mda,mda_disclosure_quality,5533,OCB,OCB Berhad,2021,5,53.75,D,4,3,2,4,4,75.0,50.0,25.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_5533_OCB_2022,mda,mda_disclosure_quality,5533,OCB,OCB Berhad,2022,5,72.5,B,5,3,4,4,4,100.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_5533_OCB_2023,mda,mda_disclosure_quality,5533,OCB,OCB Berhad,2023,5,68.75,C,4,3,4,4,4,75.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_5533_OCB_2024,mda,mda_disclosure_quality,5533,OCB,OCB Berhad,2024,5,61.25,C,2,3,4,4,4,25.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_6203_KHEESAN_2021,mda,mda_disclosure_quality,6203,KHEESAN,Khee San Berhad,2021,5,48.75,D,4,3,2,4,2,75.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_6203_KHEESAN_2022,mda,mda_disclosure_quality,6203,KHEESAN,Khee San Berhad,2022,5,41.25,D,2,3,2,4,2,25.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_6203_KHEESAN_2023,mda,mda_disclosure_quality,6203,KHEESAN,Khee San Berhad,2023,5,80.0,B,5,3,5,4,4,100.0,50.0,100.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_6203_KHEESAN_2024,mda,mda_disclosure_quality,6203,KHEESAN,Khee San Berhad,2024,5,72.5,B,5,3,4,4,4,100.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_6432_APOLLO_2020,mda,mda_disclosure_quality,6432,APOLLO,Apollo,2020,5,28.75,D,3,2,2,2,2,50.0,25.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_6432_APOLLO_2021,mda,mda_disclosure_quality,6432,APOLLO,Apollo,2021,5,35.0,D,3,3,2,2,2,50.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_6432_APOLLO_2022,mda,mda_disclosure_quality,6432,APOLLO,Apollo,2022,5,41.25,D,2,3,2,4,2,25.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_6432_APOLLO_2023,mda,mda_disclosure_quality,6432,APOLLO,Apollo,2023,5,60.0,C,3,3,4,4,2,50.0,50.0,75.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_6432_APOLLO_2024,mda,mda_disclosure_quality,6432,APOLLO,Apollo,2024,5,38.75,D,4,3,2,2,2,75.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7035_CCK_2020,mda,mda_disclosure_quality,7035,CCK,CCK,2020,5,41.25,D,2,3,2,4,2,25.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7035_CCK_2021,mda,mda_disclosure_quality,7035,CCK,CCK,2021,5,57.5,C,4,2,4,4,2,75.0,25.0,75.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7035_CCK_2022,mda,mda_disclosure_quality,7035,CCK,CCK,2022,5,82.5,B,5,3,5,4,5,100.0,50.0,100.0,75.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7035_CCK_2023,mda,mda_disclosure_quality,7035,CCK,CCK,2023,5,35.0,D,2,2,2,4,2,25.0,25.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7035_CCK_2024,mda,mda_disclosure_quality,7035,CCK,CCK,2024,5,32.5,D,4,2,2,2,2,75.0,25.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7103_SPRITZER_2020,mda,mda_disclosure_quality,7103,SPRITZER,SPRITZER,2020,5,31.25,D,2,3,2,2,2,25.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7103_SPRITZER_2021,mda,mda_disclosure_quality,7103,SPRITZER,SPRITZER,2021,5,31.25,D,2,3,2,2,2,25.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7103_SPRITZER_2022,mda,mda_disclosure_quality,7103,SPRITZER,SPRITZER,2022,5,73.75,B,4,3,4,5,4,75.0,50.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7103_SPRITZER_2023,mda,mda_disclosure_quality,7103,SPRITZER,SPRITZER,2023,5,63.75,C,5,2,5,2,4,100.0,25.0,100.0,25.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7103_SPRITZER_2024,mda,mda_disclosure_quality,7103,SPRITZER,SPRITZER,2024,5,77.5,B,5,3,4,5,4,100.0,50.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7107_OFI_2020,mda,mda_disclosure_quality,7107,OFI,OFI,2020,5,31.25,D,2,3,2,2,2,25.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7107_OFI_2021,mda,mda_disclosure_quality,7107,OFI,OFI,2021,5,38.75,D,4,3,2,2,2,75.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7107_OFI_2022,mda,mda_disclosure_quality,7107,OFI,OFI,2022,5,35.0,D,3,3,2,2,2,50.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7107_OFI_2023,mda,mda_disclosure_quality,7107,OFI,OFI,2023,5,31.25,D,2,3,2,2,2,25.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7167_ABLEGLOB_2020,mda,mda_disclosure_quality,7167,ABLEGLOB,JOHOTIN,2020,5,42.5,D,4,2,2,4,2,75.0,25.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7167_ABLEGLOB_2021,mda,mda_disclosure_quality,7167,ABLEGLOB,JOHOTIN,2021,5,42.5,D,4,2,2,4,2,75.0,25.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7167_ABLEGLOB_2022,mda,mda_disclosure_quality,7167,ABLEGLOB,JOHOTIN,2022,5,42.5,D,4,2,2,4,2,75.0,25.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7167_ABLEGLOB_2023,mda,mda_disclosure_quality,7167,ABLEGLOB,JOHOTIN,2023,5,32.5,D,4,2,2,2,2,75.0,25.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7167_ABLEGLOB_2024,mda,mda_disclosure_quality,7167,ABLEGLOB,JOHOTIN,2024,5,48.75,D,4,3,2,4,2,75.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7216_KAWAN_2020,mda,mda_disclosure_quality,7216,KAWAN,Kawan Food,2020,5,77.5,B,5,3,4,5,4,100.0,50.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7216_KAWAN_2021,mda,mda_disclosure_quality,7216,KAWAN,Kawan Food,2021,5,48.75,D,4,3,2,4,2,75.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7216_KAWAN_2022,mda,mda_disclosure_quality,7216,KAWAN,Kawan Food,2022,5,63.75,C,4,3,4,4,2,75.0,50.0,75.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7216_KAWAN_2023,mda,mda_disclosure_quality,7216,KAWAN,Kawan Food,2023,5,41.25,D,2,3,2,4,2,25.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7216_KAWAN_2024,mda,mda_disclosure_quality,7216,KAWAN,Kawan Food,2024,5,63.75,C,4,3,4,4,2,75.0,50.0,75.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7237_PWROOT_2020,mda,mda_disclosure_quality,7237,PWROOT,Power Root,2020,5,38.75,D,4,3,2,2,2,75.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7237_PWROOT_2021,mda,mda_disclosure_quality,7237,PWROOT,Power Root,2021,5,31.25,D,2,3,2,2,2,25.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7237_PWROOT_2022,mda,mda_disclosure_quality,7237,PWROOT,Power Root,2022,5,41.25,D,2,3,2,4,2,25.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7237_PWROOT_2023,mda,mda_disclosure_quality,7237,PWROOT,Power Root,2023,5,38.75,D,4,3,2,2,2,75.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7237_PWROOT_2024,mda,mda_disclosure_quality,7237,PWROOT,Power Root,2024,5,31.25,D,2,3,2,2,2,25.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7243_MAGMA_2020,mda,mda_disclosure_quality,7243,MAGMA,Impiana Hotels Bhd,2020,5,35.0,D,2,2,2,4,2,25.0,25.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7243_MAGMA_2021,mda,mda_disclosure_quality,7243,MAGMA,Impiana Hotels Bhd,2021,5,42.5,D,4,2,2,4,2,75.0,25.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7243_MAGMA_2022,mda,mda_disclosure_quality,7243,MAGMA,Impiana Hotels Bhd,2022,5,42.5,D,4,2,2,4,2,75.0,25.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7243_MAGMA_2023,mda,mda_disclosure_quality,7243,MAGMA,Impiana Hotels Bhd,2023,5,37.5,D,4,2,2,2,4,75.0,25.0,25.0,25.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_7243_MAGMA_2024,mda,mda_disclosure_quality,7243,MAGMA,Impiana Hotels Bhd,2024,5,37.5,D,4,2,2,2,4,75.0,25.0,25.0,25.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_8303_LOTUS_2020,mda,mda_disclosure_quality,8303,LOTUS,Lotus KFM Berhad,2020,5,53.75,D,4,3,2,4,4,75.0,50.0,25.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_8303_LOTUS_2021,mda,mda_disclosure_quality,8303,LOTUS,Lotus KFM Berhad,2021,5,48.75,D,4,3,2,4,2,75.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_8303_LOTUS_2022,mda,mda_disclosure_quality,8303,LOTUS,Lotus KFM Berhad,2022,5,32.5,D,4,2,2,2,2,75.0,25.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_8303_LOTUS_2023,mda,mda_disclosure_quality,8303,LOTUS,Lotus KFM Berhad,2023,5,32.5,D,4,2,2,2,2,75.0,25.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_8303_LOTUS_2024,mda,mda_disclosure_quality,8303,LOTUS,Lotus KFM Berhad,2024,5,72.5,B,5,3,4,4,4,100.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_8478_HWATAI_2020,mda,mda_disclosure_quality,8478,HWATAI,Hwa Tai,2020,5,68.75,C,4,3,4,4,4,75.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_8478_HWATAI_2021,mda,mda_disclosure_quality,8478,HWATAI,Hwa Tai,2021,5,68.75,C,4,3,4,4,4,75.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_8478_HWATAI_2022,mda,mda_disclosure_quality,8478,HWATAI,Hwa Tai,2022,5,68.75,C,4,3,4,4,4,75.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_8478_HWATAI_2023,mda,mda_disclosure_quality,8478,HWATAI,Hwa Tai,2023,5,68.75,C,4,3,4,4,4,75.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_8478_HWATAI_2024,mda,mda_disclosure_quality,8478,HWATAI,Hwa Tai,2024,5,68.75,C,4,3,4,4,4,75.0,50.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_9946_ETA_2020,mda,mda_disclosure_quality,9946,ETA,Annual Report 2020,2020,5,48.75,D,4,3,2,4,2,75.0,50.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_9946_ETA_2021,mda,mda_disclosure_quality,9946,ETA,Annual Report 2020,2021,5,38.75,D,4,3,2,2,2,75.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_9946_ETA_2022,mda,mda_disclosure_quality,9946,ETA,Annual Report 2020,2022,5,31.25,D,2,3,2,2,2,25.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_9946_ETA_2023,mda,mda_disclosure_quality,9946,ETA,Annual Report 2020,2023,5,31.25,D,2,3,2,2,2,25.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
MDA_9946_ETA_2024,mda,mda_disclosure_quality,9946,ETA,Annual Report 2020,2024,5,38.75,D,4,3,2,2,2,75.0,50.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,
