document_id,doc_type,company_name,ticker,source_name,publish_date,title,url,confidence_tier,relevance_status,review_reason,dimension_count,total_score_100,grade_label,N01,N02,N03,N04,N05,N01_std,N02_std,N03_std,N04_std,N05_std,flag_unverified_key_number,flag_excessive_promotional_tone,flag_nonstandard_audit,flag_disclosure_replacement,flag_retraction_or_correction_needed,adjudication_flag,needs_review,review_reasons,final_version,scorebook_version,model_name,llm_backend,temperature,seed,num_ctx,num_predict,think,stream,json_schema_mode,prompt_version,scoring_timestamp,relevance_confidence_tier,relevance_status_original,relevance_needs_manual_review,relevance_review_reason,model_confidence_tier,strict_company_focus_flag,suspect_not_company_focused,company_focus_reason,final_dataset_version,final_include_flag,low_confidence_flag,source_input_path,source_ratings_long_path,freeze_timestamp
NEWS_MSM_2024_06_06_16d8068e4d,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-06-06,"MSM Malaysia to continue managing sugar price hedging, looks forward to new mechanism",https://www.thestar.com.my/business/business-news/2024/06/06/msm-malaysia-to-continue-managing-sugar-price-hedging-looks-forward-to-new-mechanism,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_MSM_2024_05_23_2dda81547f,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-05-23,MSM Malaysia registers 1Q net profit of RM41.71mil on improved margins,https://www.thestar.com.my/business/business-news/2024/05/23/msm-malaysia-registers-1q-net-profit-of-rm4171mil-on-improved-margins,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_MSM_2024_04_04_648fba36a4,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-04-04,MSM on track for sweeter bottom line,https://www.thestar.com.my/business/business-news/2024/04/04/msm-on-track-for-sweeter-bottom-line,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_MSM_2024_04_03_a72ab8d0fd,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-04-03,FGV targets submission of petition to US customs by end-June,https://www.thestar.com.my/business/business-news/2024/04/03/fgv-targets-submission-of-petition-to-us-customs-by-end-june,,,,5,90.0,A,5,4,4,5,5,100.0,75.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_MSM_2024_03_21_a984e37e6d,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-03-21,Lack of refinement in sugar policy,https://www.thestar.com.my/news/nation/2024/03/21/lack-of-refinement-in-sugar-policy,,,,5,62.5,C,4,4,2,4,2,75.0,75.0,25.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_MSM_2024_03_20_79c58f6fd3,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-03-20,Govt acknowledges providing incentives to sugar producer after stopping sugar subsidies,https://www.thestar.com.my/news/nation/2024/03/20/govt-acknowledges-providing-incentives-to-sugar-producer-after-stopping-sugar-subsidies,,,,5,87.5,A,5,4,4,5,4,100.0,75.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_MSM_2024_02_28_5730d0c5ba,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-02-28,"Quit flip-flopping on sugar policies, Dr Wee tells govt",https://www.thestar.com.my/news/nation/2024/02/28/quit-flip-flopping-on-sugar-policies-dr-wee-tells-govt,,,,5,90.0,A,5,4,4,5,5,100.0,75.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_11_25_55cdacd864,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-11-25,"Selangor to expand door-to-door recycling initiative to 11 of 12 local authorities by year end, says MB",https://www.thestar.com.my/metro/metro-news/2025/11/25/selangor-to-expand-door-to-door-recycling-initiative-to-11-of-12-local-authorities-by-year-end-says-mb,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_11_21_f9fe7d9520,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-11-21,"‘410,000 Selangor households now recycling’",https://www.thestar.com.my/metro/metro-news/2025/11/21/410000-selangor-households-now-recycling,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_11_20_7f6948a262,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-11-20,Pay-As-You-Throw policy proposed to reduce waste,https://www.thestar.com.my/metro/metro-news/2025/11/20/pay-as-you-throw-policy-proposed-to-reduce-waste,,,,5,90.0,A,5,4,4,5,5,100.0,75.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_11_12_7fc6fe46e9,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-11-12,"Volunteers pack 5,500 aid boxes for flood relief",https://www.thestar.com.my/metro/metro-news/2025/11/12/volunteers-pack-5500-aid-boxes-for-flood-relief,,,,5,93.75,A,5,4,5,5,5,100.0,75.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_10_30_ab42e593ff,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-10-30,"Improving sales, lower costs to bolster Nestle",https://www.thestar.com.my/business/business-news/2025/10/30/improving-sales-lower-costs-to-bolster-nestle,,,,5,93.75,A,5,4,5,5,5,100.0,75.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,sponsor_list_or_csr_only,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_10_30_6eec010fdf,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-10-30,Cautious optimism outlines 3Q results season,https://www.thestar.com.my/business/business-news/2025/10/30/cautious-optimism-outlines-3q-results-season,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_10_31_53e61dd023,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-10-31,Company to nurture 20 women food entrepreneurs,https://www.thestar.com.my/metro/metro-news/2025/10/31/company-to-nurture-20-women-food-entrepreneurs,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_10_29_478d148c2e,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-10-29,Subang Jaya cleanup bags 10 tonnes of waste,https://www.thestar.com.my/metro/metro-news/2025/10/29/subang-jaya-cleanup-bags-10-tonnes-of-waste,,,,5,76.25,B,5,4,5,2,4,100.0,75.0,100.0,25.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_07_24_73ef3c058a,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-07-24,Strong sales momentum underpins Nestle Malaysia's higher bottomline in 2Q,https://www.thestar.com.my/business/business-news/2025/07/24/strong-sales-momentum-underpins-nestle-malaysia039s-higher-bottomline-in-2q,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_04_30_4dc7cd12a3,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-04-30,Strong domestic sales to bolster Nestle Malaysia,https://www.thestar.com.my/business/business-news/2025/04/30/strong-domestic-sales-to-bolster-nestle-malaysia,,,,5,90.0,A,5,4,4,5,5,100.0,75.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,sponsor_list_or_csr_only,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_04_26_6d8b03d4d8,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-04-26,"Recycling project expands to Subang Jaya, Sepang",https://www.thestar.com.my/metro/metro-news/2025/04/26/recycling-project-expands-to-subang-jaya-sepang,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_04_18_3593658a86,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-04-18,MSPO to launch Impact Alliance platform by 3Q to boost certification value - Johari Ghani,https://www.thestar.com.my/business/business-news/2025/04/18/mspo-to-launch-impact-alliance-platform-by-3q-to-boost-certification-value---johari-ghani,,,,5,93.75,A,5,4,5,5,5,100.0,75.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_03_21_999afd3b0d,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-03-21,Nestle Malaysia holds groundbreaking for RM250mil logistics hub in Port Klang,https://www.thestar.com.my/business/business-news/2025/03/21/nestle-malaysia-holds-groundbreaking-for-rm250mil-logistics-hub-in-port-klang,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2025_01_03_d3d67cede6,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-01-03,Planting seeds of change among Sabah’s children,https://www.thestar.com.my/metro/metro-news/2025/01/03/planting-seeds-of-change-among-sabahs-children,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_12_18_40df1b49c4,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-12-18,"Red Crescent distributes flood aid to over 6,000 families nationwide",https://www.thestar.com.my/news/nation/2024/12/18/red-crescent-distributes-flood-aid-to-over-6000-families-nationwide,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_12_04_8d581af215,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-12-04,"5,000 boxes of food aid head east",https://www.thestar.com.my/metro/metro-news/2024/12/04/5000-boxes-of-food-aid-head-east,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_11_14_03ee223992,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-11-14,Lucky duo gets salary for lifetime,https://www.thestar.com.my/metro/metro-news/2024/11/14/lucky-duo-gets-salary-for-lifetime,,,,5,91.25,A,5,4,5,5,4,100.0,75.0,100.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_10_25_53b1895f8b,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-10-25,A boost for consumption from Budget 2025,https://www.thestar.com.my/business/business-news/2024/10/25/a-boost-for-consumption-from-budget-2025,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_10_25_197df58c64,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-10-25,Nestle records turnover of RM4.75bil in 9M24,https://www.thestar.com.my/business/business-news/2024/10/25/nestle-records-turnover-of-rm475bil-in-9m24,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_09_30_e5b1ac6727,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-09-30,Company pitches in with food aid for flood victims,https://www.thestar.com.my/metro/metro-news/2024/09/30/company-pitches-in-with-food-aid-for-flood-victims,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_09_06_3479083847,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-09-06,Nestle to prioritise domestic workers at its factory,https://www.thestar.com.my/business/business-news/2024/09/06/nestle-to-prioritise-domestic-workers-at-its-factory,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_09_05_d85c0b2d71,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-09-05,Local grad honoured for leading green initiatives,https://www.thestar.com.my/metro/metro-news/2024/09/05/local-grad-honoured-for-leading-green-initiatives,,,,5,86.25,A,5,4,5,4,4,100.0,75.0,100.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_07_26_4b5f7c972f,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-07-26,Nestle maintains strong market leadership,https://www.thestar.com.my/business/business-news/2024/07/26/nestle-maintains-strong-market-leadership,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_07_25_93ac3583d2,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-07-25,Nestle Malaysia posts lower 1H sales on cautious consumer spending,https://www.thestar.com.my/business/business-news/2024/07/25/nestle-malaysia-faces-lower-1h-sales-on-cautious-consumer-spending,,,,5,96.25,A,5,5,4,5,5,100.0,100.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_06_05_fb87b4df17,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-06-05,2.8 million trees planted in reforestation efforts,https://www.thestar.com.my/metro/metro-news/2024/06/05/28-million-trees-planted-in-reforestation-efforts,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_05_16_dfb44e778f,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-05-16,"Manufacturer’s dark chocolate variant made with Sabah, Sarawak cocoa beans",https://www.thestar.com.my/food/food-news/2024/05/16/manufacturers-dark-chocolate-variant-made-with-sabah-sarawak-cocoa-beans,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_04_25_e0b190ae68,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-04-25,NESTLE’S ‘SALARY FOR LIFE’ CONTEST RETURNS,https://www.thestar.com.my/news/nation/2024/04/25/nestles-salary-for-life-contest-returns,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_04_16_9f0218476d,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-04-16,Time-saving pastries make for good snacks,https://www.thestar.com.my/food/food-news/2024/04/16/time-saving-pastries-make-for-good-snacks,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_04_08_80db6e4ffd,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-04-08,New appointments set to guide Invictus Blue’s integrated proposition,https://www.thestar.com.my/business/business-news/2024/04/08/new-appointments-set-to-guide-invictus-blues-integrated-proposition,,,,5,97.5,A,5,5,5,5,4,100.0,100.0,100.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_NESTLE_2024_03_08_b10239edc7,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-03-08,Nestle Malaysia commissions RM18mil biomass boiler at Chembong complex to reduce carbon footprint,https://www.thestar.com.my/metro/metro-news/2024/03/08/nestle-malaysia-commissions-rm18mil-biomass-boiler-at-chembong-complex-to-reduce-carbon-footprint,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_OFI_2024_05_29_04c8df5867,news,Oriental Food Industries Holdings Berhad,OFI,The Star,2024-05-29,Super Ring maker Oriental Food posts over 4-fold profit jump in 4Q24,https://www.thestar.com.my/business/business-news/2024/05/29/oriental-food-posts-over-4-fold-profit-jump-in-4q24,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_ORGABIO_2025_05_22_63f5a4d15c,news,Orgabio Holdings Berhad,ORGABIO,The Star,2025-05-22,Orgabio optimistic on instant beverage market growth,https://www.thestar.com.my/business/business-news/2025/05/22/orgabio-optimistic-on-instant-beverage-market-growth,,,,5,96.25,A,5,5,4,5,5,100.0,100.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,sponsor_list_or_csr_only,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_11_27_5769e41c44,news,PPB Group Berhad,PPB,The Star,2025-11-27,"PPB posts 3Q25 loss, sees better performance ahead",https://www.thestar.com.my/business/business-news/2025/11/27/ppb-posts-3q25-loss-sees-better-performance-ahead,,,,5,96.25,A,5,5,4,5,5,100.0,100.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_10_23_8c35deb984,news,PPB Group Berhad,PPB,The Star,2025-10-23,PPB likely to endure minor hit from Wilmar case,https://www.thestar.com.my/business/business-news/2025/10/23/ppb-likely-to-endure-minor-hit-from-wilmar-case,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
