document_id,ticker,company_name,report_year,dimension_code,raw_score,evidence_locator,evidence_exists,evidence_text_short,evidence_semantic_status,evidence_issue_type,score_evidence_alignment,needs_review,recommended_action,repair_status,repair_reason,numeric_issue_status
MDA_8303_LOTUS_2022,LOTUS,Lotus KFM Berhad,2022,AR02,2,[MDA_P007],true,"[MDA_P007] The Group recorded consolidated revenue of RM66.079 million, represented increase of 27.66% over the prior financial year amount of RM51.762 million. The Group now records a gross profit of RM4.171 million (FYE 2021: RM4.285 mill",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_8303_LOTUS_2023,LOTUS,Lotus KFM Berhad,2023,AR02,2,[MDA_P002],true,"[MDA_P002] On 31 December 2021, the Group continued to acquire two subsidiaries in 100% of total shares, which are Ladang Lojing Sdn. Bhd. and Khas Jadi Sdn. Berhad for a total consideration of RM21,646,200. The principal activities of all",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_8303_LOTUS_2024,LOTUS,Lotus KFM Berhad,2024,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Overview of Business and Operations Lotus KFM Berhad (“LKFM” or “the Group”) is a public listed company on the Main Market of Bursa Malaysia Securities Berhad (“Bursa Securities”) with its’ prin,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_8478_HWATAI_2020,HWATAI,Hwa Tai,2020,AR02,3,[MDA_P001],true,[MDA_P001] STATEMENT OF MANAGEMENT DISCUSSION & ANALYSIS (Continued),weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,not_enough_numbers
MDA_8478_HWATAI_2021,HWATAI,Hwa Tai,2021,AR02,3,[MDA_P001],true,"[MDA_P001] STATEMENT OF MANAGEMENT DISCUSSION & ANALYSIS (CONTINUED) FINANCIAL AND OPERATIONS REVIEWS (CONTINUED) The breakdown of revenue of the Group in FYE2021 and FYE2020: FYE2021 RM’000 % FYE2020 RM’000 % Export sales 12,505 12,094 Loc",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_8478_HWATAI_2022,HWATAI,Hwa Tai,2022,AR02,3,[MDA_P001],true,"[MDA_P001] STATEMENT OF MANAGEMENT DISCUSSION & ANALYSIS (CONTINUED) FINANCIAL AND OPERATIONS REVIEWS (CONTINUED) The breakdown of revenue of the Group in FYE2022 and FYE2021: FYE2022 FYE2021 RM’000 % RM’000 % Export sales 13,178 12,505 Loc",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_8478_HWATAI_2023,HWATAI,Hwa Tai,2023,AR02,3,[MDA_P001],true,"[MDA_P001] FINANCIAL AND OPERATIONS REVIEWS (continued) In the financial year ended 31 December 2023 (“FYE2023”), Hwa Tai reported a marginal revenue increase to RM80.68 million, marking a 5.80% rise from FYE2022. This growth was primarily",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_8478_HWATAI_2024,HWATAI,Hwa Tai,2024,AR02,3,[MDA_P001],true,[MDA_P001] STATEMENT OF MANAGEMENT DISCUSSION & ANALYSIS,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_9946_ETA_2020,ETA,Annual Report 2020,2020,AR02,3,[MDA_P002],true,[MDA_P002] REX GROUP,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_9946_ETA_2020,ETA,Annual Report 2020,2020,AR03,2,[MDA_P003],true,"[MDA_P003] FY 2019 FY 2020 (All in RM’000) Revenue 136,608 149,245 Loss before tax (14,317) (8,396) The Board is committed to continue with prudent measures to improve the Group’s financial performance and deliver satisfactory results takin",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_9946_ETA_2021,ETA,Annual Report 2020,2021,AR02,3,[MDA_P003],true,[MDA_P003] 30 Jun 17 30 Jun 18 30 Jun 19 30 Jun 20 30 Jun 21,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_9946_ETA_2021,ETA,Annual Report 2020,2021,AR03,2,[MDA_P005],true,[MDA_P005] Operating Ratio After tax return on shareholders’ fund (%) 2.28 (11.99) (11.70) (9.29) 2.04 Pre-tax profit/(loss) margin (%) 1.74 (11.58) (10.48) (5.63) 2.44,weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_9946_ETA_2022,ETA,Annual Report 2020,2022,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Our History and Business Rex was incorporated on 26 November 1993 as a private limited company under the Companies Act 1965 by the name of Kompetitif Pertama Sdn Bhd. The Company acquired the enti,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_9946_ETA_2023,ETA,Annual Report 2020,2023,AR02,3,[MDA_P003],true,[MDA_P003] Annual Report 2023 Financial Performance (cont’d) REX GROUP,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_9946_ETA_2023,ETA,Annual Report 2020,2023,AR03,2,[MDA_P008],true,"[MDA_P008] RM'000 RM'000 RM'000 RM'000 RM'000 Statement of Profit and Loss Revenue 136,609 149,245 160,539 161,111 162,408 Interest expense 1,905 2,050 1,531 1,171 1,617",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_9946_ETA_2024,ETA,Annual Report 2020,2024,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Our History and Business Rex was incorporated on 26 November 1993 as a private limited company under the Companies Act 1965 by the name of Kompetitif Pertama Sdn Bhd. The Company acquired the enti,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
