rating_id,document_id,doc_type,scoring_basis,purpose_track,review_round,reviewer_id,dimension_code,dimension_name,raw_score,scale_min,scale_max,weight_value,std_score_100,weighted_score,evidence_locator,evidence_text_short,confidence_level,comment_short,missing_type,started_at,finished_at,scorebook_version,model_name,llm_backend,temperature,seed,num_ctx,num_predict,think,stream,json_schema_mode,prompt_version,scoring_timestamp,raw_output_path,numeric_check_path,parse_status,schema_validation_status
MDA_3255_HEIM_2023_AR03,MDA_3255_HEIM_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,2,1,5,0.3,25.0,7.5,[MDA_P004],"[MDA_P004] The following is a review of our business and financial performance, the highlights of our commercial campaigns, the progress of our sustainability goals, as well as the outlook for 2024. OUR PERFORMANCE Compared with our 2022 pe",medium,Lacks detailed operating analysis with specific metrics or trends beyond revenue and profit figures.,none,2026-06-20T09:15:57+00:00,2026-06-20T09:16:23+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:16:23+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3255_HEIM_2023_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3255_HEIM_2023_numeric_checks.json,parsed,valid
MDA_3255_HEIM_2023_AR04,MDA_3255_HEIM_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,2,1,5,0.2,25.0,5.0,[MDA_P004],"[MDA_P004] The following is a review of our business and financial performance, the highlights of our commercial campaigns, the progress of our sustainability goals, as well as the outlook for 2024. OUR PERFORMANCE Compared with our 2022 pe",medium,Discusses financial performance and risks but lacks detailed forward-looking disclosures and internal risk analysis.,none,2026-06-20T09:15:57+00:00,2026-06-20T09:16:23+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:16:23+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3255_HEIM_2023_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3255_HEIM_2023_numeric_checks.json,parsed,valid
MDA_3255_HEIM_2023_AR05,MDA_3255_HEIM_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR05,MD&A readability and structural clarity,1,1,5,0.1,0.0,0.0,[MDA_P001],"[MDA_P001] Management Discussion & Analysis Roland Bala Managing Director Creating Good Times, Celebrating the Joy of True Togetherness In 2023, we celebrated the 150th anniversary of the Heineken® brand, the world’s no. 1 international pre",medium,"Lacks financial analysis, focuses on branding and marketing",none,2026-06-20T09:15:57+00:00,2026-06-20T09:16:23+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:16:23+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3255_HEIM_2023_AR05_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3255_HEIM_2023_numeric_checks.json,parsed,valid
MDA_3255_HEIM_2024_AR01,MDA_3255_HEIM_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR01,MD&A content completeness,4,1,5,0.15,75.0,11.25,[MDA_P001],"[MDA_P001] Management Discussion & Analysis HEINEKEN Malaysia delivered strong financial results in 2024, showing significant progress from the previous year, fueled by strategic marketing efforts and the successful launch of innovation pro",medium,"Discusses financial performance, operations, and strategic initiatives.",none,2026-06-20T09:16:23+00:00,2026-06-20T09:16:47+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:16:47+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3255_HEIM_2024_AR01_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3255_HEIM_2024_numeric_checks.json,parsed,valid
MDA_3255_HEIM_2024_AR02,MDA_3255_HEIM_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR02,MD&A internal numeric consistency and traceability,3,1,5,0.25,50.0,12.5,[MDA_P001],"[MDA_P001] Management Discussion & Analysis HEINEKEN Malaysia delivered strong financial results in 2024, showing significant progress from the previous year, fueled by strategic marketing efforts and the successful launch of innovation pro",medium,Python numeric_checker: The text mentions revenue and profit growth but lacks numeric consistency checks or explanations for discrepancies.,none,2026-06-20T09:16:23+00:00,2026-06-20T09:16:47+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:16:47+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3255_HEIM_2024_AR02_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3255_HEIM_2024_numeric_checks.json,parsed,valid
MDA_3255_HEIM_2024_AR03,MDA_3255_HEIM_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,2,1,5,0.3,25.0,7.5,[MDA_P001],"[MDA_P001] Management Discussion & Analysis HEINEKEN Malaysia delivered strong financial results in 2024, showing significant progress from the previous year, fueled by strategic marketing efforts and the successful launch of innovation pro",medium,Lacks detailed operating analysis beyond high-level financial results and strategic initiatives.,none,2026-06-20T09:16:23+00:00,2026-06-20T09:16:47+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:16:47+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3255_HEIM_2024_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3255_HEIM_2024_numeric_checks.json,parsed,valid
MDA_3255_HEIM_2024_AR04,MDA_3255_HEIM_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,4,1,5,0.2,75.0,15.0,[MDA_P001],"[MDA_P001] Management Discussion & Analysis HEINEKEN Malaysia delivered strong financial results in 2024, showing significant progress from the previous year, fueled by strategic marketing efforts and the successful launch of innovation pro",medium,"Discusses strategic initiatives, risk management and forward-looking goals aligned with the dimension.",none,2026-06-20T09:16:23+00:00,2026-06-20T09:16:47+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:16:47+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3255_HEIM_2024_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3255_HEIM_2024_numeric_checks.json,parsed,valid
MDA_3255_HEIM_2024_AR05,MDA_3255_HEIM_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR05,MD&A readability and structural clarity,2,1,5,0.1,25.0,2.5,[MDA_P001],"[MDA_P001] Management Discussion & Analysis HEINEKEN Malaysia delivered strong financial results in 2024, showing significant progress from the previous year, fueled by strategic marketing efforts and the successful launch of innovation pro",medium,Lacks detailed financial analysis and focuses more on marketing and brand initiatives.,none,2026-06-20T09:16:23+00:00,2026-06-20T09:16:47+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:16:47+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3255_HEIM_2024_AR05_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3255_HEIM_2024_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2020_AR01,MDA_3662_MFLOUR_2020,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR01,MD&A content completeness,5,1,5,0.15,100.0,15.0,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,Comprehensive discussion of financial performance and operational factors.,none,2026-06-20T09:16:47+00:00,2026-06-20T09:17:12+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:12+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2020_AR01_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2020_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2020_AR02,MDA_3662_MFLOUR_2020,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR02,MD&A internal numeric consistency and traceability,3,1,5,0.25,50.0,12.5,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,"Python numeric_checker: numeric_check_summary indicates moderate consistency, but no specific numeric checks are explained in the text.",none,2026-06-20T09:16:47+00:00,2026-06-20T09:17:12+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:12+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2020_AR02_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2020_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2020_AR03,MDA_3662_MFLOUR_2020,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,4,1,5,0.3,75.0,22.5,[MDA_P002],[MDA_P002] ANNUAL REPORT 2020 - Malayan Flour Mills Berhad The net interest expenses reduced by RM1.1 million to RM17.3 million in 2020 as compared to the previous year primarily due to the lower interest rate environment throughout the yea,medium,"Discusses revenue, profit, and cost factors with specific figures and context.",none,2026-06-20T09:16:47+00:00,2026-06-20T09:17:12+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:12+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2020_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2020_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2020_AR04,MDA_3662_MFLOUR_2020,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,4,1,5,0.2,75.0,15.0,[MDA_P006],[MDA_P006] ANNUAL REPORT 2020 - Malayan Flour Mills Berhad Anticipated or Known Risks Food safety and compliance to standards are top priorities for us as a food manufacturer as usage of fl our and poultry is very wide and diverse and it cu,medium,"Discusses food safety, compliance, and bio-security measures relevant to risks and forward-looking disclosures.",none,2026-06-20T09:16:47+00:00,2026-06-20T09:17:12+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:12+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2020_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2020_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2020_AR05,MDA_3662_MFLOUR_2020,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR05,MD&A readability and structural clarity,4,1,5,0.1,75.0,7.5,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,Clear structure with logical flow and concise financial discussion.,none,2026-06-20T09:16:47+00:00,2026-06-20T09:17:12+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:12+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2020_AR05_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2020_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2021_AR01,MDA_3662_MFLOUR_2021,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR01,MD&A content completeness,5,1,5,0.15,100.0,15.0,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,Comprehensive discussion of financial performance and operational results.,none,2026-06-20T09:17:12+00:00,2026-06-20T09:17:35+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:35+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2021_AR01_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2021_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2021_AR02,MDA_3662_MFLOUR_2021,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR02,MD&A internal numeric consistency and traceability,3,1,5,0.25,50.0,12.5,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,"Python numeric_checker: numeric_check_summary indicates moderate consistency, but no calculable changes or consistent checks are mentioned",none,2026-06-20T09:17:12+00:00,2026-06-20T09:17:35+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:35+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2021_AR02_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2021_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2021_AR03,MDA_3662_MFLOUR_2021,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,4,1,5,0.3,75.0,22.5,[MDA_P002],"[MDA_P002] ANNUAL REPORT 2021 - Malayan Flour Mills Berhad to favourable margin arising from higher sales volume of fl our and increased selling prices in 2021. On the contrary, grains trading business recorded an operating loss for fi nanc",medium,Discusses operating performance with specific financial metrics and segment analysis.,none,2026-06-20T09:17:12+00:00,2026-06-20T09:17:35+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:35+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2021_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2021_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2021_AR04,MDA_3662_MFLOUR_2021,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,4,1,5,0.2,75.0,15.0,[MDA_P003],"[MDA_P003] Our Group’s Earnings before interest, taxes, depreciation and amortisation (“EBITDA”) from continuing operations after fair value loss arising from remeasurement of contingent consideration receivable and provision for profi t gu",medium,"Discusses revenue growth, cost factors, and segment performance with forward-looking statements.",none,2026-06-20T09:17:12+00:00,2026-06-20T09:17:35+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:35+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2021_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2021_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2021_AR05,MDA_3662_MFLOUR_2021,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR05,MD&A readability and structural clarity,4,1,5,0.1,75.0,7.5,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,Clear structure and logical flow in discussing financial performance and operational challenges.,none,2026-06-20T09:17:12+00:00,2026-06-20T09:17:35+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:35+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2021_AR05_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2021_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2022_AR01,MDA_3662_MFLOUR_2022,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR01,MD&A content completeness,5,1,5,0.15,100.0,15.0,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,Comprehensive discussion of factors affecting business performance and financial results.,none,2026-06-20T09:17:35+00:00,2026-06-20T09:17:59+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:59+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2022_AR01_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2022_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2022_AR02,MDA_3662_MFLOUR_2022,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR02,MD&A internal numeric consistency and traceability,3,1,5,0.25,50.0,12.5,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,"Python numeric_checker: numeric_check_summary indicates not enough numbers for consistency checks, but financial discussions are present",none,2026-06-20T09:17:35+00:00,2026-06-20T09:17:59+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:59+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2022_AR02_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2022_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2022_AR03,MDA_3662_MFLOUR_2022,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,2,1,5,0.3,25.0,7.5,[MDA_P002],"[MDA_P002] Annual Report 2022 - Malayan Flour Mills Berhad MANAGEMENT DISCUSSION AND ANALYSIS (CONT’D) Financial Performance Highlights In the financial year ended 31 December 2022 (“FY2022”), MFM performed commendably, delivering a set of",medium,Discussion lacks specific operating metrics and analysis depth.,none,2026-06-20T09:17:35+00:00,2026-06-20T09:17:59+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:59+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2022_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2022_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2022_AR04,MDA_3662_MFLOUR_2022,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,4,1,5,0.2,75.0,15.0,[MDA_P003],"[MDA_P003] MFM saw a confluence of factors affecting our FGT business, namely the geopolitical conflict in Europe, the economic impact from inflationary pressure which ultimately drove up commodity prices along with interest rates, as well",medium,Discusses internal risks and forward-looking outlook with specific factors and financial impacts.,none,2026-06-20T09:17:35+00:00,2026-06-20T09:17:59+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:59+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2022_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2022_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2022_AR05,MDA_3662_MFLOUR_2022,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR05,MD&A readability and structural clarity,2,1,5,0.1,25.0,2.5,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,"Paragraph lacks clear structure and flow, with abrupt transitions between topics.",none,2026-06-20T09:17:35+00:00,2026-06-20T09:17:59+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:17:59+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2022_AR05_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2022_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2023_AR01,MDA_3662_MFLOUR_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR01,MD&A content completeness,4,1,5,0.15,75.0,11.25,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,"Discusses revenue, profit, and operational factors affecting financial performance.",none,2026-06-20T09:17:59+00:00,2026-06-20T09:18:24+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:18:24+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2023_AR01_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2023_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2023_AR02,MDA_3662_MFLOUR_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR02,MD&A internal numeric consistency and traceability,3,1,5,0.25,50.0,12.5,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,Python numeric_checker: numeric_check_summary indicates not enough numbers for consistency checks,none,2026-06-20T09:17:59+00:00,2026-06-20T09:18:24+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:18:24+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2023_AR02_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2023_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2023_AR03,MDA_3662_MFLOUR_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,4,1,5,0.3,75.0,22.5,[MDA_P002],"[MDA_P002] Annual Report 2023 | Malayan Flour Mills Berhad 23 Financial Performance Highlights To begin with, the operating activities that contribute to MFM’s consolidated revenue are from the Flour and Grain Trading (“FGT”) and aquafeed b",medium,"Discusses revenue growth, cost volatility, and margin improvements with specific figures.",none,2026-06-20T09:17:59+00:00,2026-06-20T09:18:24+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:18:24+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2023_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2023_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2023_AR04,MDA_3662_MFLOUR_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,2,1,5,0.2,25.0,5.0,[MDA_P002],"[MDA_P002] Annual Report 2023 | Malayan Flour Mills Berhad 23 Financial Performance Highlights To begin with, the operating activities that contribute to MFM’s consolidated revenue are from the Flour and Grain Trading (“FGT”) and aquafeed b",medium,Limited forward-looking disclosure on risks and financial performance,none,2026-06-20T09:17:59+00:00,2026-06-20T09:18:24+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:18:24+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2023_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2023_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2023_AR05,MDA_3662_MFLOUR_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR05,MD&A readability and structural clarity,4,1,5,0.1,75.0,7.5,[MDA_P001],[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,medium,Clear financial figures and comparisons provided with minimal ambiguity.,none,2026-06-20T09:17:59+00:00,2026-06-20T09:18:24+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:18:24+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2023_AR05_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2023_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2024_AR01,MDA_3662_MFLOUR_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR01,MD&A content completeness,4,1,5,0.15,75.0,11.25,[MDA_P001],[MDA_P001] Management Discussion and Analysis,medium,"Discusses financial performance, drivers, and risks but lacks detailed margin or segment analysis.",none,2026-06-20T09:18:24+00:00,2026-06-20T09:18:49+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:18:49+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2024_AR01_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2024_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2024_AR02,MDA_3662_MFLOUR_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR02,MD&A internal numeric consistency and traceability,3,1,5,0.25,50.0,12.5,[MDA_P001],[MDA_P001] Management Discussion and Analysis,medium,"Python numeric_checker: numeric_check_summary indicates not enough numbers for consistency checks, but financial mentions are present",none,2026-06-20T09:18:24+00:00,2026-06-20T09:18:49+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:18:49+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2024_AR02_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2024_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2024_AR03,MDA_3662_MFLOUR_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,4,1,5,0.3,75.0,22.5,[MDA_P002],"[MDA_P002] ANNUAL REPORT 2024 | Malayan Flour Mills Berhad 25 Similarly, in aquaculture, we are committed to continuous innovation and refi nement of our products to enhance the quality of our aqua feeds and better meet client specifi catio",medium,"Discusses revenue, profit, and cost drivers with specific financial figures.",none,2026-06-20T09:18:24+00:00,2026-06-20T09:18:49+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:18:49+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2024_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2024_numeric_checks.json,parsed,valid
MDA_3662_MFLOUR_2024_AR04,MDA_3662_MFLOUR_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,4,1,5,0.2,75.0,15.0,[MDA_P002],"[MDA_P002] ANNUAL REPORT 2024 | Malayan Flour Mills Berhad 25 Similarly, in aquaculture, we are committed to continuous innovation and refi nement of our products to enhance the quality of our aqua feeds and better meet client specifi catio",medium,"Discusses financial performance, risks, and forward-looking statements about segments and market conditions.",none,2026-06-20T09:18:24+00:00,2026-06-20T09:18:49+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:18:49+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_3662_MFLOUR_2024_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_3662_MFLOUR_2024_numeric_checks.json,parsed,valid
