document_id,doc_type,company_name,ticker,source_name,publish_date,title,url,confidence_tier,relevance_status,review_reason,dimension_count,total_score_100,grade_label,N01,N02,N03,N04,N05,N01_std,N02_std,N03_std,N04_std,N05_std,flag_unverified_key_number,flag_excessive_promotional_tone,flag_nonstandard_audit,flag_disclosure_replacement,flag_retraction_or_correction_needed,adjudication_flag,needs_review,review_reasons,final_version,scorebook_version,model_name,llm_backend,temperature,seed,num_ctx,num_predict,think,stream,json_schema_mode,prompt_version,scoring_timestamp,relevance_confidence_tier,relevance_status_original,relevance_needs_manual_review,relevance_review_reason,model_confidence_tier,strict_company_focus_flag,suspect_not_company_focused,company_focus_reason,final_dataset_version,final_include_flag,low_confidence_flag,source_input_path,source_ratings_long_path,freeze_timestamp,company_focus_status,strict_main_sample_include
NEWS_MSM_2024_04_04_648fba36a4,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-04-04,MSM on track for sweeter bottom line,https://www.thestar.com.my/business/business-news/2024/04/04/msm-on-track-for-sweeter-bottom-line,medium,medium_confidence_company_news,,5,71.25,B,4,4,3,4,4,75.0,75.0,50.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:31:57+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2024_03_21_a984e37e6d,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-03-21,Lack of refinement in sugar policy,https://www.thestar.com.my/news/nation/2024/03/21/lack-of-refinement-in-sugar-policy,medium,medium_confidence_company_news,,5,63.75,C,3,4,3,4,4,50.0,75.0,50.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:32:29+00:00,low,low_confidence_company_news,Yes,weak_company_specific_context,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2024_03_20_79c58f6fd3,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-03-20,Govt acknowledges providing incentives to sugar producer after stopping sugar subsidies,https://www.thestar.com.my/news/nation/2024/03/20/govt-acknowledges-providing-incentives-to-sugar-producer-after-stopping-sugar-subsidies,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:32:47+00:00,low,low_confidence_company_news,Yes,weak_company_specific_context,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2024_02_28_5730d0c5ba,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-02-28,"Quit flip-flopping on sugar policies, Dr Wee tells govt",https://www.thestar.com.my/news/nation/2024/02/28/quit-flip-flopping-on-sugar-policies-dr-wee-tells-govt,high,high_confidence_company_news,,5,91.25,A,5,5,4,4,5,100.0,100.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:33:01+00:00,low,low_confidence_company_news,Yes,weak_company_specific_context,high,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2025_10_30_6eec010fdf,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-10-30,Cautious optimism outlines 3Q results season,https://www.thestar.com.my/business/business-news/2025/10/30/cautious-optimism-outlines-3q-results-season,high,high_confidence_company_news,,5,72.5,B,4,4,4,3,5,75.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:34:43+00:00,high,high_confidence_company_news,No,,high,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2025_07_24_73ef3c058a,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-07-24,Strong sales momentum underpins Nestle Malaysia's higher bottomline in 2Q,https://www.thestar.com.my/business/business-news/2025/07/24/strong-sales-momentum-underpins-nestle-malaysia039s-higher-bottomline-in-2q,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:35:26+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2025_03_21_999afd3b0d,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-03-21,Nestle Malaysia holds groundbreaking for RM250mil logistics hub in Port Klang,https://www.thestar.com.my/business/business-news/2025/03/21/nestle-malaysia-holds-groundbreaking-for-rm250mil-logistics-hub-in-port-klang,high,high_confidence_company_news,,5,81.25,B,5,4,3,4,5,100.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:36:29+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2024_12_18_40df1b49c4,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-12-18,"Red Crescent distributes flood aid to over 6,000 families nationwide",https://www.thestar.com.my/news/nation/2024/12/18/red-crescent-distributes-flood-aid-to-over-6000-families-nationwide,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:36:57+00:00,low,low_confidence_company_news,Yes,weak_company_specific_context,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2024_10_25_197df58c64,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-10-25,Nestle records turnover of RM4.75bil in 9M24,https://www.thestar.com.my/business/business-news/2024/10/25/nestle-records-turnover-of-rm475bil-in-9m24,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:38:15+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2024_09_06_3479083847,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-09-06,Nestle to prioritise domestic workers at its factory,https://www.thestar.com.my/business/business-news/2024/09/06/nestle-to-prioritise-domestic-workers-at-its-factory,medium,medium_confidence_company_news,,5,63.75,C,4,4,3,3,3,75.0,75.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:38:44+00:00,high,high_confidence_company_news,No,,medium,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2024_07_26_4b5f7c972f,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-07-26,Nestle maintains strong market leadership,https://www.thestar.com.my/business/business-news/2024/07/26/nestle-maintains-strong-market-leadership,high,high_confidence_company_news,,5,58.75,C,3,4,3,3,4,50.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:39:20+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2024_07_25_93ac3583d2,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-07-25,Nestle Malaysia posts lower 1H sales on cautious consumer spending,https://www.thestar.com.my/business/business-news/2024/07/25/nestle-malaysia-faces-lower-1h-sales-on-cautious-consumer-spending,high,high_confidence_company_news,,5,80.0,B,5,4,4,3,5,100.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:39:36+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2024_05_16_dfb44e778f,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-05-16,"Manufacturer’s dark chocolate variant made with Sabah, Sarawak cocoa beans",https://www.thestar.com.my/food/food-news/2024/05/16/manufacturers-dark-chocolate-variant-made-with-sabah-sarawak-cocoa-beans,high,high_confidence_company_news,,5,80.0,B,5,4,4,3,5,100.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:40:12+00:00,high,high_confidence_company_news,No,,high,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2024_04_25_e0b190ae68,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-04-25,NESTLE’S ‘SALARY FOR LIFE’ CONTEST RETURNS,https://www.thestar.com.my/news/nation/2024/04/25/nestles-salary-for-life-contest-returns,high,high_confidence_company_news,,5,52.5,D,3,3,3,3,4,50.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:40:34+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2024_04_16_9f0218476d,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-04-16,Time-saving pastries make for good snacks,https://www.thestar.com.my/food/food-news/2024/04/16/time-saving-pastries-make-for-good-snacks,medium,medium_confidence_company_news,,5,50.0,D,3,3,3,3,3,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:40:43+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_NESTLE_2024_04_08_80db6e4ffd,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-04-08,New appointments set to guide Invictus Blue’s integrated proposition,https://www.thestar.com.my/business/business-news/2024/04/08/new-appointments-set-to-guide-invictus-blues-integrated-proposition,medium,medium_confidence_company_news,,5,50.0,D,3,3,3,3,3,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:40:57+00:00,low,low_confidence_company_news,Yes,weak_company_specific_context,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_OFI_2024_05_29_04c8df5867,news,Oriental Food Industries Holdings Berhad,OFI,The Star,2024-05-29,Super Ring maker Oriental Food posts over 4-fold profit jump in 4Q24,https://www.thestar.com.my/business/business-news/2024/05/29/oriental-food-posts-over-4-fold-profit-jump-in-4q24,medium,medium_confidence_company_news,,5,81.25,B,5,4,3,4,5,100.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:41:29+00:00,high,high_confidence_company_news,No,,medium,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_11_27_5769e41c44,news,PPB Group Berhad,PPB,The Star,2025-11-27,"PPB posts 3Q25 loss, sees better performance ahead",https://www.thestar.com.my/business/business-news/2025/11/27/ppb-posts-3q25-loss-sees-better-performance-ahead,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:41:58+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_10_23_8c35deb984,news,PPB Group Berhad,PPB,The Star,2025-10-23,PPB likely to endure minor hit from Wilmar case,https://www.thestar.com.my/business/business-news/2025/10/23/ppb-likely-to-endure-minor-hit-from-wilmar-case,high,high_confidence_company_news,,5,76.25,B,5,4,3,3,5,100.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:42:12+00:00,high,high_confidence_company_news,No,,high,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_10_22_07c30b4b87,news,PPB Group Berhad,PPB,The Star,2025-10-22,Wilmar’s Indonesia unit charged for sugar import,https://www.thestar.com.my/business/business-news/2025/10/22/wilmars-indonesia-unit-charged-for-sugar-import,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:42:26+00:00,low,low_confidence_company_news,Yes,weak_company_specific_context,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_10_01_44446a28fe,news,PPB Group Berhad,PPB,The Star,2025-10-01,PPB outlook brightens after Wilmar verdict,https://www.thestar.com.my/business/business-news/2025/10/01/ppb-outlook-brightens-after-wilmar-verdict,medium,medium_confidence_company_news,,5,71.25,B,4,4,3,4,4,75.0,75.0,50.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:43:11+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_09_03_38f13f7a40,news,PPB Group Berhad,PPB,The Star,2025-09-03,PPB Group confident Wilmar case will not affect dividend commitment,https://www.thestar.com.my/business/business-news/2025/09/03/ppb-group-confident-wilmar-case-will-not-affect-dividend-commitment,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:43:44+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_08_28_07d20392fa,news,PPB Group Berhad,PPB,The Star,2025-08-28,PPB banks on grain for stability,https://www.thestar.com.my/business/business-news/2025/08/28/ppb-banks-on-grain-for-stability,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:43:54+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_08_27_2d730571a9,news,PPB Group Berhad,PPB,The Star,2025-08-27,PPB records lower net profit in 2Q25,https://www.thestar.com.my/business/business-news/2025/08/27/ppb-records-lower-net-profit-in-2q25,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:44:06+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_06_19_a37ef2f9bf,news,PPB Group Berhad,PPB,The Star,2025-06-19,PPB risk premium higher amid legal case in Indonesia,https://www.thestar.com.my/business/business-news/2025/06/19/ppb-risk-premium-higher-amid-legal-case-in-indonesia,high,high_confidence_company_news,,5,81.25,B,5,4,3,4,5,100.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:44:36+00:00,low,low_confidence_company_news,Yes,ticker_only_title_context,high,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_05_29_e6341f2fd8,news,PPB Group Berhad,PPB,The Star,2025-05-29,PPB posts higher net profit in 1Q,https://www.thestar.com.my/business/business-news/2025/05/29/ppb-posts-higher-net-profit-in-1q,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:44:46+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_03_06_130c19688a,news,PPB Group Berhad,PPB,The Star,2025-03-06,PPB Group expects sound performance in 2025,https://www.thestar.com.my/business/business-news/2025/03/06/ppb-group-expects-sound-performance-in-2025,high,high_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:45:00+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
