document_id,doc_type,company_name,ticker,source_name,publish_date,title,url,confidence_tier,relevance_status,review_reason,dimension_count,total_score_100,grade_label,N01,N02,N03,N04,N05,N01_std,N02_std,N03_std,N04_std,N05_std,flag_unverified_key_number,flag_excessive_promotional_tone,flag_nonstandard_audit,flag_disclosure_replacement,flag_retraction_or_correction_needed,adjudication_flag,needs_review,review_reasons,final_version,scorebook_version,model_name,llm_backend,temperature,seed,num_ctx,num_predict,think,stream,json_schema_mode,prompt_version,scoring_timestamp
NEWS_NESTLE_2025_11_25_55cdacd864,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-11-25,"Selangor to expand door-to-door recycling initiative to 11 of 12 local authorities by year end, says MB",https://www.thestar.com.my/metro/metro-news/2025/11/25/selangor-to-expand-door-to-door-recycling-initiative-to-11-of-12-local-authorities-by-year-end-says-mb,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:33:19+00:00
NEWS_NESTLE_2025_11_21_f9fe7d9520,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-11-21,"‘410,000 Selangor households now recycling’",https://www.thestar.com.my/metro/metro-news/2025/11/21/410000-selangor-households-now-recycling,medium,medium_confidence_company_news,,5,63.75,C,4,3,4,3,4,75.0,50.0,75.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:33:33+00:00
NEWS_NESTLE_2025_11_20_7f6948a262,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-11-20,Pay-As-You-Throw policy proposed to reduce waste,https://www.thestar.com.my/metro/metro-news/2025/11/20/pay-as-you-throw-policy-proposed-to-reduce-waste,medium,medium_confidence_company_news,,5,58.75,C,3,4,3,3,4,50.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:33:48+00:00
NEWS_NESTLE_2025_11_12_7fc6fe46e9,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-11-12,"Volunteers pack 5,500 aid boxes for flood relief",https://www.thestar.com.my/metro/metro-news/2025/11/12/volunteers-pack-5500-aid-boxes-for-flood-relief,high,high_confidence_company_news,,5,62.5,C,4,3,3,3,5,75.0,50.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:34:04+00:00
NEWS_NESTLE_2025_10_30_ab42e593ff,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-10-30,"Improving sales, lower costs to bolster Nestle",https://www.thestar.com.my/business/business-news/2025/10/30/improving-sales-lower-costs-to-bolster-nestle,high,high_confidence_company_news,,5,72.5,B,4,4,4,3,5,75.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:34:19+00:00
NEWS_NESTLE_2025_10_30_6eec010fdf,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-10-30,Cautious optimism outlines 3Q results season,https://www.thestar.com.my/business/business-news/2025/10/30/cautious-optimism-outlines-3q-results-season,high,high_confidence_company_news,,5,72.5,B,4,4,4,3,5,75.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:34:43+00:00
NEWS_NESTLE_2025_10_31_53e61dd023,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-10-31,Company to nurture 20 women food entrepreneurs,https://www.thestar.com.my/metro/metro-news/2025/10/31/company-to-nurture-20-women-food-entrepreneurs,medium,medium_confidence_company_news,,5,52.5,D,3,3,3,3,4,50.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:34:59+00:00
NEWS_NESTLE_2025_10_29_478d148c2e,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-10-29,Subang Jaya cleanup bags 10 tonnes of waste,https://www.thestar.com.my/metro/metro-news/2025/10/29/subang-jaya-cleanup-bags-10-tonnes-of-waste,medium,medium_confidence_company_news,,5,60.0,C,4,3,3,3,4,75.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:35:13+00:00
NEWS_NESTLE_2025_07_24_73ef3c058a,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-07-24,Strong sales momentum underpins Nestle Malaysia's higher bottomline in 2Q,https://www.thestar.com.my/business/business-news/2025/07/24/strong-sales-momentum-underpins-nestle-malaysia039s-higher-bottomline-in-2q,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:35:26+00:00
NEWS_NESTLE_2025_04_30_4dc7cd12a3,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-04-30,Strong domestic sales to bolster Nestle Malaysia,https://www.thestar.com.my/business/business-news/2025/04/30/strong-domestic-sales-to-bolster-nestle-malaysia,high,high_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:35:43+00:00
NEWS_NESTLE_2025_04_26_6d8b03d4d8,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-04-26,"Recycling project expands to Subang Jaya, Sepang",https://www.thestar.com.my/metro/metro-news/2025/04/26/recycling-project-expands-to-subang-jaya-sepang,medium,medium_confidence_company_news,,5,50.0,D,3,3,3,3,3,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:36:00+00:00
NEWS_NESTLE_2025_04_18_3593658a86,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-04-18,MSPO to launch Impact Alliance platform by 3Q to boost certification value - Johari Ghani,https://www.thestar.com.my/business/business-news/2025/04/18/mspo-to-launch-impact-alliance-platform-by-3q-to-boost-certification-value---johari-ghani,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:36:16+00:00
NEWS_NESTLE_2025_03_21_999afd3b0d,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-03-21,Nestle Malaysia holds groundbreaking for RM250mil logistics hub in Port Klang,https://www.thestar.com.my/business/business-news/2025/03/21/nestle-malaysia-holds-groundbreaking-for-rm250mil-logistics-hub-in-port-klang,high,high_confidence_company_news,,5,81.25,B,5,4,3,4,5,100.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:36:29+00:00
NEWS_NESTLE_2025_01_03_d3d67cede6,news,Nestle Malaysia Berhad,NESTLE,The Star,2025-01-03,Planting seeds of change among Sabah’s children,https://www.thestar.com.my/metro/metro-news/2025/01/03/planting-seeds-of-change-among-sabahs-children,high,high_confidence_company_news,,5,60.0,C,4,3,3,3,4,75.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:36:45+00:00
NEWS_NESTLE_2024_12_18_40df1b49c4,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-12-18,"Red Crescent distributes flood aid to over 6,000 families nationwide",https://www.thestar.com.my/news/nation/2024/12/18/red-crescent-distributes-flood-aid-to-over-6000-families-nationwide,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:36:57+00:00
NEWS_NESTLE_2024_12_04_8d581af215,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-12-04,"5,000 boxes of food aid head east",https://www.thestar.com.my/metro/metro-news/2024/12/04/5000-boxes-of-food-aid-head-east,high,high_confidence_company_news,,5,76.25,B,5,4,3,3,5,100.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:37:11+00:00
NEWS_NESTLE_2024_11_14_03ee223992,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-11-14,Lucky duo gets salary for lifetime,https://www.thestar.com.my/metro/metro-news/2024/11/14/lucky-duo-gets-salary-for-lifetime,medium,medium_confidence_company_news,,5,53.75,D,3,3,4,3,3,50.0,50.0,75.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:37:33+00:00
NEWS_NESTLE_2024_10_25_53b1895f8b,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-10-25,A boost for consumption from Budget 2025,https://www.thestar.com.my/business/business-news/2024/10/25/a-boost-for-consumption-from-budget-2025,medium,medium_confidence_company_news,,5,72.5,B,4,4,4,3,5,75.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:37:59+00:00
NEWS_NESTLE_2024_10_25_197df58c64,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-10-25,Nestle records turnover of RM4.75bil in 9M24,https://www.thestar.com.my/business/business-news/2024/10/25/nestle-records-turnover-of-rm475bil-in-9m24,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:38:15+00:00
NEWS_NESTLE_2024_09_30_e5b1ac6727,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-09-30,Company pitches in with food aid for flood victims,https://www.thestar.com.my/metro/metro-news/2024/09/30/company-pitches-in-with-food-aid-for-flood-victims,high,high_confidence_company_news,,5,60.0,C,4,3,3,3,4,75.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:38:29+00:00
NEWS_NESTLE_2024_09_06_3479083847,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-09-06,Nestle to prioritise domestic workers at its factory,https://www.thestar.com.my/business/business-news/2024/09/06/nestle-to-prioritise-domestic-workers-at-its-factory,medium,medium_confidence_company_news,,5,63.75,C,4,4,3,3,3,75.0,75.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:38:44+00:00
NEWS_NESTLE_2024_09_05_d85c0b2d71,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-09-05,Local grad honoured for leading green initiatives,https://www.thestar.com.my/metro/metro-news/2024/09/05/local-grad-honoured-for-leading-green-initiatives,high,high_confidence_company_news,,5,52.5,D,3,3,3,3,4,50.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:39:02+00:00
NEWS_NESTLE_2024_07_26_4b5f7c972f,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-07-26,Nestle maintains strong market leadership,https://www.thestar.com.my/business/business-news/2024/07/26/nestle-maintains-strong-market-leadership,high,high_confidence_company_news,,5,58.75,C,3,4,3,3,4,50.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:39:20+00:00
NEWS_NESTLE_2024_07_25_93ac3583d2,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-07-25,Nestle Malaysia posts lower 1H sales on cautious consumer spending,https://www.thestar.com.my/business/business-news/2024/07/25/nestle-malaysia-faces-lower-1h-sales-on-cautious-consumer-spending,high,high_confidence_company_news,,5,80.0,B,5,4,4,3,5,100.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:39:36+00:00
NEWS_NESTLE_2024_06_05_fb87b4df17,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-06-05,2.8 million trees planted in reforestation efforts,https://www.thestar.com.my/metro/metro-news/2024/06/05/28-million-trees-planted-in-reforestation-efforts,high,high_confidence_company_news,,5,62.5,C,4,3,3,3,5,75.0,50.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:39:55+00:00
NEWS_NESTLE_2024_05_16_dfb44e778f,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-05-16,"Manufacturer’s dark chocolate variant made with Sabah, Sarawak cocoa beans",https://www.thestar.com.my/food/food-news/2024/05/16/manufacturers-dark-chocolate-variant-made-with-sabah-sarawak-cocoa-beans,high,high_confidence_company_news,,5,80.0,B,5,4,4,3,5,100.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:40:12+00:00
NEWS_NESTLE_2024_04_25_e0b190ae68,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-04-25,NESTLE’S ‘SALARY FOR LIFE’ CONTEST RETURNS,https://www.thestar.com.my/news/nation/2024/04/25/nestles-salary-for-life-contest-returns,high,high_confidence_company_news,,5,52.5,D,3,3,3,3,4,50.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:40:34+00:00
NEWS_NESTLE_2024_04_16_9f0218476d,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-04-16,Time-saving pastries make for good snacks,https://www.thestar.com.my/food/food-news/2024/04/16/time-saving-pastries-make-for-good-snacks,medium,medium_confidence_company_news,,5,50.0,D,3,3,3,3,3,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:40:43+00:00
NEWS_NESTLE_2024_04_08_80db6e4ffd,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-04-08,New appointments set to guide Invictus Blue’s integrated proposition,https://www.thestar.com.my/business/business-news/2024/04/08/new-appointments-set-to-guide-invictus-blues-integrated-proposition,medium,medium_confidence_company_news,,5,50.0,D,3,3,3,3,3,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:40:57+00:00
NEWS_NESTLE_2024_03_08_b10239edc7,news,Nestle Malaysia Berhad,NESTLE,The Star,2024-03-08,Nestle Malaysia commissions RM18mil biomass boiler at Chembong complex to reduce carbon footprint,https://www.thestar.com.my/metro/metro-news/2024/03/08/nestle-malaysia-commissions-rm18mil-biomass-boiler-at-chembong-complex-to-reduce-carbon-footprint,high,high_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:41:15+00:00
NEWS_OFI_2024_05_29_04c8df5867,news,Oriental Food Industries Holdings Berhad,OFI,The Star,2024-05-29,Super Ring maker Oriental Food posts over 4-fold profit jump in 4Q24,https://www.thestar.com.my/business/business-news/2024/05/29/oriental-food-posts-over-4-fold-profit-jump-in-4q24,medium,medium_confidence_company_news,,5,81.25,B,5,4,3,4,5,100.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:41:29+00:00
NEWS_ORGABIO_2025_05_22_63f5a4d15c,news,Orgabio Holdings Berhad,ORGABIO,The Star,2025-05-22,Orgabio optimistic on instant beverage market growth,https://www.thestar.com.my/business/business-news/2025/05/22/orgabio-optimistic-on-instant-beverage-market-growth,medium,medium_confidence_company_news,,5,52.5,D,3,3,3,3,4,50.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:41:42+00:00
NEWS_PPB_2025_11_27_5769e41c44,news,PPB Group Berhad,PPB,The Star,2025-11-27,"PPB posts 3Q25 loss, sees better performance ahead",https://www.thestar.com.my/business/business-news/2025/11/27/ppb-posts-3q25-loss-sees-better-performance-ahead,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:41:58+00:00
NEWS_PPB_2025_10_23_8c35deb984,news,PPB Group Berhad,PPB,The Star,2025-10-23,PPB likely to endure minor hit from Wilmar case,https://www.thestar.com.my/business/business-news/2025/10/23/ppb-likely-to-endure-minor-hit-from-wilmar-case,high,high_confidence_company_news,,5,76.25,B,5,4,3,3,5,100.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:42:12+00:00
NEWS_PPB_2025_10_22_07c30b4b87,news,PPB Group Berhad,PPB,The Star,2025-10-22,Wilmar’s Indonesia unit charged for sugar import,https://www.thestar.com.my/business/business-news/2025/10/22/wilmars-indonesia-unit-charged-for-sugar-import,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:42:26+00:00
NEWS_PPB_2025_10_03_5e4771fefe,news,PPB Group Berhad,PPB,The Star,2025-10-03,Leong Hup unit wins relief from MyCC fine,https://www.thestar.com.my/business/business-news/2025/10/03/leong-hup-unit-wins-relief-from-mycc-fine,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:42:40+00:00
NEWS_PPB_2025_10_02_62db2f4c6a,news,PPB Group Berhad,PPB,The Star,2025-10-02,"High Court grants Leong Hup, PPB’s FFM stay on MyCC penalties",https://www.thestar.com.my/business/business-news/2025/10/02/high-court-grants-leong-hup-ppbs-ffm-stay-on-mycc-penalties,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:42:53+00:00
NEWS_PPB_2025_10_01_44446a28fe,news,PPB Group Berhad,PPB,The Star,2025-10-01,PPB outlook brightens after Wilmar verdict,https://www.thestar.com.my/business/business-news/2025/10/01/ppb-outlook-brightens-after-wilmar-verdict,medium,medium_confidence_company_news,,5,71.25,B,4,4,3,4,4,75.0,75.0,50.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:43:11+00:00
NEWS_PPB_2025_09_25_2ed0f53daf,news,PPB Group Berhad,PPB,The Star,2025-09-25,PPB valuations remain attractive,https://www.thestar.com.my/business/business-news/2025/09/25/ppb-valuations-remain-attractive,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:43:27+00:00
NEWS_PPB_2025_09_03_38f13f7a40,news,PPB Group Berhad,PPB,The Star,2025-09-03,PPB Group confident Wilmar case will not affect dividend commitment,https://www.thestar.com.my/business/business-news/2025/09/03/ppb-group-confident-wilmar-case-will-not-affect-dividend-commitment,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:43:44+00:00
NEWS_PPB_2025_08_28_07d20392fa,news,PPB Group Berhad,PPB,The Star,2025-08-28,PPB banks on grain for stability,https://www.thestar.com.my/business/business-news/2025/08/28/ppb-banks-on-grain-for-stability,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:43:54+00:00
NEWS_PPB_2025_08_27_2d730571a9,news,PPB Group Berhad,PPB,The Star,2025-08-27,PPB records lower net profit in 2Q25,https://www.thestar.com.my/business/business-news/2025/08/27/ppb-records-lower-net-profit-in-2q25,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:44:06+00:00
NEWS_PPB_2025_08_08_9f5b2b8a71,news,PPB Group Berhad,PPB,The Star,2025-08-08,KLCI edges higher at midday on selective buying in heavyweights,https://www.thestar.com.my/business/business-news/2025/08/08/klci-edges-higher-at-midday-on-selective-buying-in-heavyweights,medium,medium_confidence_company_news,,5,55.0,C,3,3,3,3,5,50.0,50.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:44:22+00:00
NEWS_PPB_2025_06_19_a37ef2f9bf,news,PPB Group Berhad,PPB,The Star,2025-06-19,PPB risk premium higher amid legal case in Indonesia,https://www.thestar.com.my/business/business-news/2025/06/19/ppb-risk-premium-higher-amid-legal-case-in-indonesia,high,high_confidence_company_news,,5,81.25,B,5,4,3,4,5,100.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:44:36+00:00
NEWS_PPB_2025_05_29_e6341f2fd8,news,PPB Group Berhad,PPB,The Star,2025-05-29,PPB posts higher net profit in 1Q,https://www.thestar.com.my/business/business-news/2025/05/29/ppb-posts-higher-net-profit-in-1q,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:44:46+00:00
NEWS_PPB_2025_03_06_130c19688a,news,PPB Group Berhad,PPB,The Star,2025-03-06,PPB Group expects sound performance in 2025,https://www.thestar.com.my/business/business-news/2025/03/06/ppb-group-expects-sound-performance-in-2025,high,high_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:45:00+00:00
NEWS_PPB_2025_03_05_270cb8e52d,news,PPB Group Berhad,PPB,The Star,2025-03-05,PPB Group expects core business to continue delivering satisfactory performance in 2025,https://www.thestar.com.my/business/business-news/2025/03/05/ppb-group-expects-core-business-to-continue-delivering-satisfactory-performance-in-2025,high,high_confidence_company_news,,5,52.5,D,3,3,3,3,4,50.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:45:14+00:00
NEWS_PPB_2025_02_12_81559aea86,news,PPB Group Berhad,PPB,The Star,2025-02-12,Wilmar’s latest acquisition to bolster earnings,https://www.thestar.com.my/business/business-news/2025/02/12/wilmars-latest-acquisition-to-bolster-earnings,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:45:33+00:00
